Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR15500957,2022-09-01 00:04:21,2021-08-17 12:35:35,189728,84617767,189728,445,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500957/SRR15500957.lite.1,SRX11800419,M1_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802944,SAMN20836206,simple,410658,soil metagenome,M1b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,6FB6D96C324421F2F7D7D93AA91DBE6A,D6F25A012750A5BCCB6D1D6BC5FC6F7F
SRR15500941,2022-09-01 00:04:21,2021-08-17 12:35:36,181752,81060530,181752,445,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500941/SRR15500941.lite.1,SRX11800435,M20_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802962,SAMN20836220,simple,410658,soil metagenome,M20b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,939568B06212AB3C17C467FB110E2821,19F9EE74419A8D26A49CCCA8EB232162
SRR15500940,2022-09-01 00:04:21,2021-08-17 12:35:16,187492,83620720,187492,445,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500940/SRR15500940.lite.1,SRX11800436,M21_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802960,SAMN20836221,simple,410658,soil metagenome,M21b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,AF7C211A24196A3CA18D0291C8A588BE,804EA426C7BFADB21DD0A8C47ADC02D0
SRR15500939,2022-09-01 00:04:21,2021-08-17 12:35:26,184595,82328596,184595,445,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500939/SRR15500939.lite.1,SRX11800437,M22_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802961,SAMN20836222,simple,410658,soil metagenome,M22b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,D2422E84F873110C94D0DAE66B519C65,D846407050E2BBEE89FF942421C9C107
SRR15500938,2022-09-01 00:04:21,2021-08-17 12:35:38,202363,90252758,202363,445,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500938/SRR15500938.lite.1,SRX11800438,M24_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802963,SAMN20836223,simple,410658,soil metagenome,M24b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,1E8CDC1E32428C9CBDF16460CCB378AC,03CB546F328EBB7B1A5F6F7F9F310BA9
SRR15500937,2022-09-01 00:04:21,2021-08-17 12:35:45,198337,88457256,198337,445,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500937/SRR15500937.lite.1,SRX11800439,M29_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802966,SAMN20836224,simple,410658,soil metagenome,M29b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,B167E4AE93E9FC4B185B6A1D6EDBB141,BC68AE02C2C9FB7C2E189B1D015CC8F5
SRR15500956,2022-09-01 00:04:21,2021-08-17 12:35:38,198630,88588545,198630,445,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500956/SRR15500956.lite.1,SRX11800420,M2_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802945,SAMN20836207,simple,410658,soil metagenome,M2b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,3777A87C5C3EBF3BEFCB62E17D8B82A7,67C71B548A2EDD651BCA1D5FD8197F28
SRR15500936,2022-09-01 00:04:21,2021-08-17 12:35:22,217548,97025098,217548,445,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500936/SRR15500936.lite.1,SRX11800440,M31_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802965,SAMN20836225,simple,410658,soil metagenome,M31b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,115E6A8D8B35D5F7069FF7373EA694FB,AA11D8EA941CC94B48D8453B7906755A
SRR15500935,2022-09-01 00:04:22,2021-08-17 12:35:25,215320,96031940,215320,445,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500935/SRR15500935.lite.1,SRX11800441,M32_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802964,SAMN20836226,simple,410658,soil metagenome,M32b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,65C82D600E98F8E06C11C4A42C0445EC,9F3155A901040D60DF282B97DFEEEE59
SRR15500934,2022-09-01 00:04:22,2021-08-17 12:35:21,209185,93295550,209185,445,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500934/SRR15500934.lite.1,SRX11800442,M33_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802967,SAMN20836227,simple,410658,soil metagenome,M33b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,CBE14622DA8C340819E1A4B56C52DCA5,3A858C0EBEFB6CE99686C8ADE198DC7A
SRR15500933,2022-09-01 00:04:22,2021-08-17 12:35:16,159137,70974432,159137,445,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500933/SRR15500933.lite.1,SRX11800443,M34_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802970,SAMN20836228,simple,410658,soil metagenome,M34b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,A1723E73FFF890A3C776AD12350025B4,1D340C5AA5F88BC1E9D1E91A7BEE56AE
SRR15500931,2022-09-01 00:04:22,2021-08-17 12:35:29,174194,77689417,174194,445,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500931/SRR15500931.lite.1,SRX11800445,M36_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802969,SAMN20836229,simple,410658,soil metagenome,M36b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,01787D3B5B26A39D08B0E11E084A1A73,AA2F44387435542CCFFE70CB9BFF62A0
SRR15500955,2022-09-01 00:04:21,2021-08-17 12:35:38,211134,94165187,211134,445,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500955/SRR15500955.lite.1,SRX11800421,M3_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802946,SAMN20836208,simple,410658,soil metagenome,M3b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,931279972F632D767E20435DAC23C6EC,5F2CC62B93FA65A937B01A4A77570B62
SRR15500930,2022-09-01 00:04:22,2021-08-17 12:35:14,185505,82734356,185505,445,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500930/SRR15500930.lite.1,SRX11800446,M40_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802971,SAMN20836230,simple,410658,soil metagenome,M40b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,19147B85BA71CCEF230D8BC25463A526,B47A2C3D5B3D863011B503DAE3527215
SRR15500929,2022-09-01 00:04:22,2021-08-17 12:35:18,180674,80579686,180674,445,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500929/SRR15500929.lite.1,SRX11800447,M41_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802972,SAMN20836231,simple,410658,soil metagenome,M41b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,DC59F6AA57D4D063B68B6E5D9805AC94,A8AC7DB62B91CD216CF7395C3FD71597
SRR15500928,2022-09-01 00:04:22,2021-08-17 12:35:25,208028,92779635,208028,445,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500928/SRR15500928.lite.1,SRX11800448,M42_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802973,SAMN20836232,simple,410658,soil metagenome,M42b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,6FB60DC7E5BE9A8623A542A2A47F6E07,4BA0BC9456B924F082FFD33CC6678856
SRR15500953,2022-09-01 00:04:21,2021-08-17 12:35:43,217478,96994573,217478,445,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500953/SRR15500953.lite.1,SRX11800423,M6_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802948,SAMN20836209,simple,410658,soil metagenome,M6b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,C7525FFF274743AAD2C0E861C55CAB48,316E9BC208151543FF153DB97268286F
SRR15500987,2022-09-01 00:04:20,2021-08-17 12:36:12,181790,81622779,181790,448,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500987/SRR15500987.lite.1,SRX11800389,M7_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802914,SAMN20836143,simple,410658,soil metagenome,M7a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,031440FF853EDC8C0078CADB275211B4,E8E5A529FCFE53133A34CE540C61B905
SRR15500952,2022-09-01 00:04:21,2021-08-17 12:35:38,219607,97944038,219607,445,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500952/SRR15500952.lite.1,SRX11800424,M7_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802949,SAMN20836210,simple,410658,soil metagenome,M7b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,548B81AAD7DBE4E3C6C933A21EEE3A9D,83ED75C7755CAE04025B2253C40ADE6F
SRR15500976,2022-09-01 00:04:21,2021-08-17 12:36:06,207942,93364833,207942,448,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500976/SRR15500976.lite.1,SRX11800400,M8_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802925,SAMN20836144,simple,410658,soil metagenome,M8a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,D37E96E3F57747B0442EC57C6E5A6754,CA315075781EC3E1C1A6C92147701CC9
SRR15500951,2022-09-01 00:04:21,2021-08-17 12:35:37,195077,87003310,195077,445,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500951/SRR15500951.lite.1,SRX11800425,M8_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802950,SAMN20836211,simple,410658,soil metagenome,M8b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,00725991EE955CBCECE0BC0AFF437A7C,9F7395681995E62F29E0AA9A98D6D52E
SRR15500965,2022-09-01 00:04:21,2021-08-17 12:36:14,185662,83361204,185662,448,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500965/SRR15500965.lite.1,SRX11800411,M9_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802937,SAMN20836145,simple,410658,soil metagenome,M9a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,CE4C501F8AE907CC7BE199473791D3AB,E76443908BC30C64B25CDB826BFFE734
SRR15500950,2022-09-01 00:04:21,2021-08-17 12:35:52,206745,92207537,206745,445,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR015/15500/SRR15500950/SRR15500950.lite.1,SRX11800426,M9_ITS,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802951,SAMN20836212,simple,410658,soil metagenome,M9b,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,0DA6EAF34EA4638584AC2DAD62BEE208,C1BE7B0DE7DAD0F083C97C73366B694A
SRR15500983,2022-09-01 00:04:20,2021-08-17 12:36:03,180489,81038508,180489,448,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15500/SRR15500983/SRR15500983.lite.1,SRX11800393,R10_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802918,SAMN20836182,simple,410658,soil metagenome,R10a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,BB3A4827ADCD8725F5251986C6A4E419,6F981A285FC6BAA83A0F02770C322646
SRR15500982,2022-09-01 00:04:20,2021-08-17 12:36:07,191758,86098394,191758,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500982/SRR15500982.lite.1,SRX11800394,R11_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802919,SAMN20836183,simple,410658,soil metagenome,R11a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,45D8F7348EE0CB4A6C474186CBBF5F53,4F03008B59E85591736DA08EEA364962
SRR15500981,2022-09-01 00:04:20,2021-08-17 12:36:15,207494,93163629,207494,448,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR015/15500/SRR15500981/SRR15500981.lite.1,SRX11800395,R12_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802920,SAMN20836184,simple,410658,soil metagenome,R12a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,04DAD56F002CFFE8EA091DBE8AB255D4,39F510FD6433E80E7EAD14EA0336AADC
SRR15500980,2022-09-01 00:04:20,2021-08-17 12:36:04,216673,97284614,216673,448,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500980/SRR15500980.lite.1,SRX11800396,R13_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802922,SAMN20836185,simple,410658,soil metagenome,R13a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,3136315F7F5636989106352C9C6D8A50,36F87980FE98654E1D0887F1D26AC98E
SRR15500979,2022-09-01 00:04:21,2021-08-17 12:35:57,217702,97747196,217702,448,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500979/SRR15500979.lite.1,SRX11800397,R14_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802921,SAMN20836186,simple,410658,soil metagenome,R14a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,241BB7D6A66D836436C8C70379ADCFA8,69B5E0CCA3376F74EBF7A379C2E4D8E8
SRR15500978,2022-09-01 00:04:21,2021-08-17 12:35:58,152657,68542363,152657,448,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500978/SRR15500978.lite.1,SRX11800398,R15_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802923,SAMN20836187,simple,410658,soil metagenome,R15a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,31EBCD89B0994C58776977E526035455,FD8CDDA38663AEC72F30ADE29969A74B
SRR15500977,2022-09-01 00:04:21,2021-08-17 12:35:55,194718,87427618,194718,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500977/SRR15500977.lite.1,SRX11800399,R16_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802924,SAMN20836188,simple,410658,soil metagenome,R16a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,D9138C390E4134EBE8C2D783A9899CEF,202C638E58748DCD04B3454A0FC12E4E
SRR15500975,2022-09-01 00:04:21,2021-08-17 12:35:54,193478,86870771,193478,448,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500975/SRR15500975.lite.1,SRX11800401,R17_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802926,SAMN20836189,simple,410658,soil metagenome,R17a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,3855AC2E7096364BCEE62F881BDA2942,14ED080B7716C21DE5EA527408BB3C07
SRR15500974,2022-09-01 00:04:21,2021-08-17 12:36:00,198458,89106591,198458,448,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15500/SRR15500974/SRR15500974.lite.1,SRX11800402,R19_16S,AMPLICON,unspecified,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP332886,PRJNA755178,,755178,SRS9802927,SAMN20836190,simple,410658,soil metagenome,R19a,,,,,,,no,,,,,MARS WRIGLEY,SRA1279492,,public,E9D81FCF70A1B3CE29FABA30592BCAD8,13583C45583C87B205D52683157BAC53
