Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR33006330,2025-05-09 06:17:35,2025-05-09 06:10:51,36213,10900113,0,301,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006330/SRR33006330.lite.1,SRX28272379,Lane1Cacao_S276_S276_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618495,SAMN37358457,simple,410658,soil metagenome,S276F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,7B6AAB2D0DCFC7705839257D943B829A,0F8687EB2F966095D8DB6ACD82D737E2
SRR33006329,2025-05-09 06:17:33,2025-05-09 06:10:39,43226,13011026,0,301,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006329/SRR33006329.lite.1,SRX28272380,Lane1Cacao_S277_S277_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618496,SAMN37358459,simple,410658,soil metagenome,S277F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,9B900DCB460749E731522E992E05D243,95AEC929AE92080F8360A84958B3E35B
SRR33006328,2025-05-09 06:17:35,2025-05-09 06:10:41,22771,6854071,0,301,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006328/SRR33006328.lite.1,SRX28272381,Lane1Cacao_S278_S278_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618497,SAMN37358461,simple,410658,soil metagenome,S278F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,355B9820201FEA44536D717A3B96DEED,E9BD6096FD5B060330B170A67A9785F4
SRR33006327,2025-05-09 06:17:35,2025-05-09 06:10:41,39741,11962041,0,301,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006327/SRR33006327.lite.1,SRX28272382,Lane1Cacao_S279_S279_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618498,SAMN37358463,simple,410658,soil metagenome,S279F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,46DE4B73E9C3E62FF8167A9069B13077,F00E045F7980CB88DA855ED25804537A
SRR33006326,2025-05-09 06:17:33,2025-05-09 06:10:42,33237,10004337,0,301,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006326/SRR33006326.lite.1,SRX28272383,Lane1Cacao_S280_S280_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618499,SAMN37358465,simple,410658,soil metagenome,S280F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,9806EF3FA674AC4456EB18F7C901FE2D,A53564553F1B0F09E7F4C9A4DA50B3CC
SRR33006325,2025-05-09 06:17:35,2025-05-09 06:10:42,40385,12155885,0,301,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006325/SRR33006325.lite.1,SRX28272384,Lane1Cacao_S281_S281_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618500,SAMN37358467,simple,410658,soil metagenome,S281F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,3AB0BD528A16839DD82D5566529EEEDB,0EA42FB80C04692E058959FBC9A10472
SRR33006324,2025-05-09 06:17:35,2025-05-09 06:10:38,17983,5412883,0,301,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006324/SRR33006324.lite.1,SRX28272385,Lane1Cacao_S282_S282_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618501,SAMN37358469,simple,410658,soil metagenome,S282F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,1BDDFBD7473A04E99936F688462C5B3B,A4DA2CCBECB1FC43348B75065BBA292E
SRR33006323,2025-05-09 06:17:32,2025-05-09 06:10:46,23369,7034069,0,301,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006323/SRR33006323.lite.1,SRX28272386,Lane1Cacao_S283_S283_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618502,SAMN37358471,simple,410658,soil metagenome,S283F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,649E6942E4C038683675BDD774957649,050ADF124F57438BFB2E9C216986D400
SRR33006322,2025-05-09 06:17:35,2025-05-09 06:10:47,22529,6781229,0,301,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006322/SRR33006322.lite.1,SRX28272387,Lane1Cacao_S284_S284_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618503,SAMN37358473,simple,410658,soil metagenome,S284F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,DCD702454B2AF7DF8D52827E1AC74C71,0D3F624810BFE154ED98032212EE4E9A
SRR33006321,2025-05-09 06:17:36,2025-05-09 06:10:48,30740,9252740,0,301,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006321/SRR33006321.lite.1,SRX28272388,Lane1Cacao_S285_S285_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618504,SAMN37358475,simple,410658,soil metagenome,S285F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,A6E4E9D6B889EF4FD0A1F45E96C1586F,5C97A417255133B3EB4815CAEE2A6FF3
SRR33006319,2025-05-09 06:17:36,2025-05-09 06:10:39,19275,5801775,0,301,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006319/SRR33006319.lite.1,SRX28272390,Lane1Cacao_S286_S286_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618506,SAMN37358477,simple,410658,soil metagenome,S286F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,3C6B3FECBA82F9C2044E26E11D388F90,AB66E116DE0E34CDD03825F3B311A719
SRR33006318,2025-05-09 06:17:36,2025-05-09 06:10:40,25531,7684831,0,301,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006318/SRR33006318.lite.1,SRX28272391,Lane1Cacao_S287_S287_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618507,SAMN37358479,simple,410658,soil metagenome,S287F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,3D4E9BD8AC704D028C19186F7C79CD27,B9B80EFF4547FDC88793F8024DA73693
SRR33006317,2025-05-09 06:17:38,2025-05-09 06:10:38,24810,7467810,0,301,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006317/SRR33006317.lite.1,SRX28272392,Lane1Cacao_S288_S288_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618508,SAMN37358481,simple,410658,soil metagenome,S288F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,ED5356110BC16AB50F81A11DFEC1D931,DD24C2ED15E2E1F4B34939BABA4AA7A0
SRR33006316,2025-05-09 06:17:36,2025-05-09 06:10:40,24868,7485268,0,301,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006316/SRR33006316.lite.1,SRX28272393,Lane1Cacao_S289_S289_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618509,SAMN37358483,simple,410658,soil metagenome,S289F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,F0D1B378B2502DA465870998F91121AE,A44520A63879D0D9F9121C1B936CBA2D
SRR33006315,2025-05-09 06:17:36,2025-05-09 06:10:41,45721,13762021,0,301,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006315/SRR33006315.lite.1,SRX28272394,Lane1Cacao_S290_S290_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618510,SAMN37358485,simple,410658,soil metagenome,S290F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,8575722543EA8A556DE39C3547544CCD,76C9586B9C45707685874449C1121DDB
SRR33006314,2025-05-09 06:17:33,2025-05-09 06:10:39,29342,8831942,0,301,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006314/SRR33006314.lite.1,SRX28272395,Lane1Cacao_S291_S291_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618511,SAMN37358487,simple,410658,soil metagenome,S291F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,F7315CE99C7DA276912D4CF415EE5A9E,2CC8C103E906A5B4956D5857863C9F6A
SRR33006313,2025-05-09 07:56:40,2025-05-09 07:43:55,34157,10281257,0,301,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006313/SRR33006313.lite.1,SRX28272396,Lane1Cacao_S292_S292_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618512,SAMN37358489,simple,410658,soil metagenome,S292F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,F331266E1CAE14CB869A8E3229820F43,365CA2294B89123ABEE8A48DB34E0E0B
SRR33006312,2025-05-09 06:17:36,2025-05-09 06:10:48,28466,8568266,0,301,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006312/SRR33006312.lite.1,SRX28272397,Lane1Cacao_S293_S293_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618513,SAMN37358491,simple,410658,soil metagenome,S293F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,44E832F5C6D6015E772FFD866BBF0CF5,0F37E0EE82B4E639034290AFCA980C2A
SRR33006308,2025-05-09 06:17:36,2025-05-09 06:10:42,40706,12252506,0,301,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006308/SRR33006308.lite.1,SRX28272401,Lane1Cacao_S294_S294_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618517,SAMN37358493,simple,410658,soil metagenome,S294F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,3D0814625A7DFEEB8C4F6A3E02C59D34,46CD68FE1043BF3A8628E33DF7D65358
SRR33006307,2025-05-09 06:17:33,2025-05-09 06:10:40,56327,16954427,0,301,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006307/SRR33006307.lite.1,SRX28272402,Lane1Cacao_S295_S295_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618518,SAMN37358495,simple,410658,soil metagenome,S295F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,961EAD12E8B0B5C3286067199706FD81,DEFD95416D5F70FC6E4521272991AAF5
SRR33006305,2025-05-09 06:17:36,2025-05-09 06:10:41,60080,18084080,0,301,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006305/SRR33006305.lite.1,SRX28272404,Lane1Cacao_S296_S296_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618521,SAMN37358497,simple,410658,soil metagenome,S296F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,7DC5921F00C5DE492A629DF9E8936C47,EB44E4051959AF5B49353CD429303D6D
SRR33006304,2025-05-09 06:17:32,2025-05-09 06:10:39,52508,15804908,0,301,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006304/SRR33006304.lite.1,SRX28272405,Lane1Cacao_S297_S297_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618520,SAMN37358499,simple,410658,soil metagenome,S297F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,6040AE33A7C6DA3AD5221F4C2FA2CD91,0E017D88879A4AD235A818F42986E470
SRR33006303,2025-05-09 06:17:34,2025-05-09 06:10:41,35857,10792957,0,301,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006303/SRR33006303.lite.1,SRX28272406,Lane1Cacao_S298_S298_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618522,SAMN37358501,simple,410658,soil metagenome,S298F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,511B3B4956140CE8979AD390BF4187D7,106F16BED524063B0419E42DE195C302
SRR33006302,2025-05-09 06:17:36,2025-05-09 06:10:39,55569,16726269,0,301,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006302/SRR33006302.lite.1,SRX28272407,Lane1Cacao_S299_S299_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618524,SAMN37358503,simple,410658,soil metagenome,S299F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,F1B858EBB8FDE61376B3E3797CC6327A,801C4E85CBA32FC07AE88C780C46D457
SRR33006301,2025-05-09 06:17:36,2025-05-09 06:10:41,37141,11179441,0,301,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006301/SRR33006301.lite.1,SRX28272408,Lane1Cacao_S300_S300_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618523,SAMN37358505,simple,410658,soil metagenome,S300F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,CA1843D29F758D45409BCEE385C86C7C,7BCBB07ED50DDEE464BAFF8EBBB478B1
SRR33006300,2025-05-09 06:17:32,2025-05-09 06:10:39,32615,9817115,0,301,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006300/SRR33006300.lite.1,SRX28272409,Lane1Cacao_S301_S301_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618525,SAMN37358507,simple,410658,soil metagenome,S301F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,3DE65FBDC472EFB1F3F6FC56BD80EFBC,D865742FA12E854CC8DE1752FE99A590
SRR33006299,2025-05-09 06:17:32,2025-05-09 06:10:41,43289,13029989,0,301,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006299/SRR33006299.lite.1,SRX28272410,Lane1Cacao_S302_S302_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618527,SAMN37358509,simple,410658,soil metagenome,S302F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,D5DA886CCA34973EA58AFB12B2024E19,8807B90C2E0C8A1A9018397158570553
SRR33006298,2025-05-09 06:17:37,2025-05-09 06:10:38,26597,8005697,0,301,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006298/SRR33006298.lite.1,SRX28272411,Lane1Cacao_S303_S303_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618526,SAMN37358511,simple,410658,soil metagenome,S303F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,8333EE5942D6E07443EA182A652335AD,F76C7DF17A9B132B795A837D017506DE
SRR33006297,2025-05-09 06:17:37,2025-05-09 06:10:47,31947,9616047,0,301,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006297/SRR33006297.lite.1,SRX28272412,Lane1Cacao_S304_S304_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618528,SAMN37358513,simple,410658,soil metagenome,S304F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,133E7266BCFAD416245654290A7A5804,259E52D752EDC2E62DA47DC97F77D256
SRR33006296,2025-05-09 06:17:34,2025-05-09 06:10:41,27808,8370208,0,301,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR033/33006/SRR33006296/SRR33006296.lite.1,SRX28272413,Lane1Cacao_S305_S305_L001_R2_001.fastq,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP460504,PRJNA1015591,,1015591,SRS24618529,SAMN37358515,simple,410658,soil metagenome,S305F,,,,,,,no,,,,,EAFIT UNIVERSITY,SRA2107780,,public,B3C7498A82E589933CF23E6E1275E58F,FE9FB45AD1D564F5DA7D488DE9268AF2
